experiment_id,date_utc,code_commit,reproduction_commit,data_source_commit,dataset_id,query_hash,input_config_sha256,uv_lock_sha256,shipped_feature_set,split_strategy,model,seed,primary_metric,primary_value,brier,log_loss,protocol_incumbent,shipped_candidate,d5_include,shipped_best_c,model_pickle_sha256,calibration_summary,status,notes_path
exp-20260805-wp2_4-baselines,2026-08-05T23:14:48Z,81d4a56395985cb427fbcd13f38a0eb8c42e8be6,81d4a56395985cb427fbcd13f38a0eb8c42e8be6,b0bc9f22dd77c206ddedc1d742893b3bbe64baec,wp2_3_split_lock,301d8a620b60d8da6011c7c4d12ef8108c658df4d923f612c3e3bf9e0427978e,30d34981d957f2b7c3832b2fe347f10986a6f14e58cca98a4abba673a56b0b0e,58c4b2b39cf78d217284784ada544633ea7c145a9a5a0a6c4eb6312eb7ea3902,geometry+categoricals,wp2_3_tournament_split,regularized-logistic,0,mean_log_loss,0.26335842884746785,0.0730442324901012,0.2629718815917283,constant,full_minus_presence,False,0.1,9aeac9468c00bd1b93c771e454e48ca29e2eb759cf71836182a782d674bfadca,five-bin equal-width; D11 support applied,complete,experiments/shot_quality/exp-20260805-wp2_4-baselines/notes.md
exp-20260806-wp2_5-gradient-boosting,2026-08-06T22:40:47Z,4fc0031c1e1c19dd6e110bbd2bd8e82ef5c36aca,4fc0031c1e1c19dd6e110bbd2bd8e82ef5c36aca,b0bc9f22dd77c206ddedc1d742893b3bbe64baec,wp2_3_split_lock,301d8a620b60d8da6011c7c4d12ef8108c658df4d923f612c3e3bf9e0427978e,ddb15e39789c0a916ad0de8c95974af7e77cf10a4ab7b03e22974ad70df37f02,f02faa7ea86d5808a8f210c0c8c2cda6781bdbb3a029bc8be0f87d032e95e71d,geometry+categoricals,wp2_3_tournament_split,hist-gradient-boosting,0,mean_log_loss,0.2680043346319449,0.07454368026426307,0.26769305213775346,constant,full_minus_presence,n/a,n/a,f4a1387d04b144de0f90b741c9f85cc94931aec952f7a8a9305b0be178cdf801,five-bin equal-width; D11 support applied,complete,experiments/shot_quality/exp-20260806-wp2_5-gradient-boosting/notes.md
